Applicability,Service,Reporting period,Category of illegal content,"Description of the sub-category ""Other""",Number of measures taken at the provider's own initiative ,Number of measures taken after detection with solely automated means ,Visibility restriction Removal,Visibility restriction Disable,Visibility restriction Demoted,Visibility restriction Age restricted,Visibility restriction Interaction restricted,Visibility restriction Labelled ,Visibility restriction Other,Monetary restriction Suspension,Monetary restriction Termination,Monetary restriction Other,Provision of the service Suspension,Provision of the service Termination,Account restriction Suspension,Account restriction Termination,Contextual Information on Number of measures taken at the provider's own initiative ,Contextual Information on Number of measures taken after detection with solely automated means ,Contextual Information on Visibility restriction Removal,Contextual Information on Visibility restriction Disable,Contextual Information on Visibility restriction Demoted,Contextual Information on Visibility restriction Age restricted,Contextual Information on Visibility restriction Interaction restricted,Contextual Information on Visibility restriction Labelled ,Contextual Information on Visibility restriction Other,Contextual Information on Monetary restriction Suspension,Contextual Information on Monetary restriction Termination,Contextual Information on Monetary restriction Other,Contextual Information on Provision of the service Suspension,Contextual Information on Provision of the service Termination,Contextual Information on Account restriction Suspension,Contextual Information on Account restriction Termination
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_ADVERTISING,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_DISCRIMINATORY_PRACTICES,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_LEAD_ADS,Added category to capture own initiative actions taken against our product and format-specific policies pertaining to lead ads.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_CRYPTOCURRENCY,Added category to capture own initiative actions taken against our Cryptocurrency Products and Services Advertising Standard.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PAYER_BENEFICIARY,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_CONSUMER_INFRINGEMENTS,Added category to capture own initiative actions in the consumer information infringements category.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE,,52,0,,52,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_BULLYING_INTIMIDATION,,4,0,,4,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT,Category is inclusive of own initiative actions related to bullying and harassment.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_INCITEMENT,,48,0,,48,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_CYBER_VIOLENCE_AGAINST_WOMEN,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_BULLYING_AGAINST_GIRLS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_HARASSMENT_AGAINST_WOMEN,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CYBER_STALKING_AGAINST_WOMEN,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_FEMALE_GENDERED_DISINFORMATION,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_AGAINST_WOMEN,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_IMAGE_SHARING_AGAINST_WOMEN,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_NON_CONSENSUAL_MATERIAL_DEEPFAKE_AGAINST_WOMEN,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_DATA_PROTECTION_AND_PRIVACY_VIOLATIONS,,26,0,,26,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_BIOMETRIC_DATA_BREACH,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DATA_FALSIFICATION,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_MISSING_PROCESSING_GROUND,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_RIGHT_TO_BE_FORGOTTEN,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PRIVACY,Added category to record own initiative actions taken against our Privacy Violations Community Standard.,26,0,,26,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_DATA_PROTECTION,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_ILLEGAL_OR_HARMFUL_SPEECH,,"3,618","2,712",,"3,520",,,,,98,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DEFAMATION,,188,0,,188,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DISCRIMINATION,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_HATE_SPEECH,,10,0,,10,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PROFANITY,Added category to capture own initiative actions taken against our Profanity Advertising Standard.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_ILLEGALITY,Added category to record  own initiative actions taken against likely locally illegal harmful speech.,"3,420","2,712",,"3,322",,,,,98,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_INTELLECTUAL_PROPERTY_INFRINGEMENTS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_COPYRIGHT_INFRINGEMENT,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_DESIGN_INFRINGEMENT,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_GEOGRAPHIC_INDICATIONS_INFRINGEMENT,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_PATENT_INFRINGEMENT,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_TRADE_SECRET_INFRINGEMENT,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_TRADEMARK_INFRINGEMENT,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_INTELLECTUAL_PROPERTY_INFRINGEMENTS_THIRD_PARTY_VIOLATION_OR_DATA_VIOLATION,Added category to capture instances where actions are taken against our Third-Party Intellectual Property Community Standard.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_NEGATIVE_EFFECTS_ON_CIVIC_DISCOURSE_OR_ELECTIONS,,20,0,,19,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_MISINFORMATION_DISINFORMATION,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_VIOLATION_EU_LAW,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_VIOLATION_NATIONAL_LAW,,20,0,,19,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_POLITICAL_ADVERTISING,"Added category to record own initiative actions taken against our Ads about Social Issues, Elections or Politics Advertising Standard.",0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_INELIGIBLE_USER,Added category to record Article 9 member state order submissions alleging political advertising content violations.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_CIVIC_DISCOURSE,Added category to capture own initiative actions taken against our Debated Social Issues Content Monetization Policy.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_PROTECTION_OF_MINORS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_AGE_SPECIFIC_RESTRICTIONS_MINORS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CHILD_SEXUAL_ABUSE_MATERIAL_DEEPFAKE,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_GROOMING_SEXUAL_ENTICEMENT_MINORS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_UNSAFE_CHALLENGES,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_RISK_FOR_PUBLIC_SECURITY,,"1,529",0,,"1,509",,,,,20,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_ILLEGAL_ORGANIZATIONS,,8,0,,2,,,,,6,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_RISK_ENVIRONMENTAL_DAMAGE,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_RISK_PUBLIC_HEALTH,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_TERRORIST_CONTENT,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_FUGITIVE,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_TRESPASS_PROPERTY_AND_ENVIRONMENTAL_DAMAGE,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PUBLIC_SECURITY,Added category to record  own initiative actions taken against likely locally illegal public security risks.,"1,521",0,,"1,507",,,,,14,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SCAMS_AND_FRAUD,,"46,094","43,342",,"45,801",,,,,293,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_IMPERSONATION_ACCOUNT_HIJACKING,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_ACCOUNTS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_LISTINGS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_INAUTHENTIC_USER_REVIEWS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_PHISHING,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_PYRAMID_SCHEMES,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_FINANCIAL_FRAUDS_SCAMS,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_FRAUD_AND_DECEPTION,Added category to record own initiative actions taken on the basis that the content is likely illegal.,"2,702",0,,"2,435",,,,,267,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_SPAM,Added category to record Article 9 member state order submissions alleging spam.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_GAMBLING,Added category to capture likely violations of local gambling laws or own initiative actions taken against our Online Gambling and Games Advertising Standard.,"43,392","43,342",,"43,366",,,,,26,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_FAKE_ENGAGEMENT,Added category to capture own initiative actions taken against our Monetize Authentic Engagement Partner Monetization Policy.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_SELF_HARM,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_CONTENT_PROMOTING_EATING_DISORDERS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_SELF_MUTILATION,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_SUICIDE,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_UNSAFE_AND_PROHIBITED_PRODUCTS,,603,0,,37,,,,,566,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_PROHIBITED_PRODUCTS,"Category is inclusive of own initiative actions related to drugs, firearms and other prohibited products.",603,0,,37,,,,,566,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_UNSAFE_PRODUCTS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_GOODS_SERVICES_NOT_PERMITTED,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_STOLEN_GOODS,Added category to capture own initiative actions taken against our Stolen Goods Commerce Policy.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_VEHICLE_ACCESSORIES,Added category to capture own initiative actions taken against our Vehicle Parts and Accessories Commerce Policy.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_NUDITY_SEXUAL_ACTIVITY,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_VIOLENCE,,"13,126","5,226",,"13,119",,,,,7,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_COORDINATED_HARM,,1,0,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_INCITEMENT_VIOLENCE_HATRED,,1,0,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_HUMAN_EXPLOITATION,,"2,105",974,,"2,098",,,,,7,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_HUMAN_TRAFFICKING,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_TRAFFICKING_WOMEN_GIRLS,,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_MURDER,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_KIDNAPPED_OR_MISSING_PERSON,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_PHYSICAL_ASSAULT,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_SEX_CRIME_SEXUAL_ASSAULT,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_GRAPHIC_VIOLENCE,Added category to record own initiative actions taken against our Violent and Graphic Content Community Standard.,"11,019","4,252",,"11,019",,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,KEYWORD_OTHER_THREATS_OF_VIOLENCE,This row was added for use in other parts of our report. We have included it here for consistency across the report.,0,0,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,
All,Facebook,2025-07-01/2025-12-31,STATEMENT_CATEGORY_OTHER_ILLEGAL,"Added category to capture instances where a definitive reason for actions against terms and conditions violating content or users was not logged. We consistently work to identify the source of issues that may result in logging errors and correct them as soon as possible.
","31,398","28,875",,"31,146",,,,,252,,,,,,,,,,,,,,,,,,,,,,,
